Order_ID,Order_Date,Delivery_Date,Customer_Type,Delivery_Type,Area,Distance_KM,Cylinders,Delivery_Days,Status,,calculated kms
10088,28/02/2024,28/02/2024,Domestic,Walk-in,Agency Area,2,1,0,On-Time,,5
10089,04/03/2024,10/03/2024,Commercial,Home,Area F,60,5,6,Delayed,,57
10090,12/02/2024,13/02/2024,Domestic,Home,Area B,22,1,1,On-Time,,25
10091,28/03/2024,28/03/2024,Domestic,Walk-in,Agency Area,2,1,0,On-Time,,5
10092,30/03/2024,31/03/2024,Domestic,Home,Area B,23,1,1,On-Time,,21
10093,27/05/2024,30/05/2024,Commercial,Home,Area D,45,3,3,Delayed,,43
10094,04/06/2024,05/06/2024,Commercial,Home,Area B,24,2,1,On-Time,,25
10095,11/03/2024,13/03/2024,Domestic,Home,Area A,16,1,2,On-Time,,20
10096,24/04/2024,01/05/2024,Domestic,Home,Area F,57,1,7,Delayed,,60
10097,23/01/2024,25/01/2024,Domestic,Home,Area A,19,1,2,On-Time,,17
10098,12/04/2024,16/04/2024,Domestic,Home,Area F,60,1,4,Delayed,,58
10099,06/02/2024,06/02/2024,Domestic,Walk-in,Nearby Area 2,14,1,0,On-Time,,13
10100,28/04/2024,01/05/2024,Commercial,Home,Area B,23,2,3,Delayed,,24
10101,08/05/2024,11/05/2024,Commercial,Home,Area B,21,2,3,Delayed,,23
10102,18/06/2024,20/06/2024,Domestic,Home,Area D,43,1,2,On-Time,,39
10103,21/02/2024,26/02/2024,Domestic,Home,Area C,29,1,5,Delayed,,34
10104,05/04/2024,12/04/2024,Domestic,Home,Area A,16,1,7,Delayed,,19
10105,09/03/2024,16/03/2024,Domestic,Home,Area F,60,1,7,Delayed,,57
10106,24/05/2024,26/05/2024,Domestic,Home,Area F,60,1,2,On-Time,,56
10107,29/04/2024,01/05/2024,Domestic,Home,Area C,27,1,2,On-Time,,30
10108,05/02/2024,09/02/2024,5kg,Home,Area D,37,1,4,Delayed,,40
10109,01/01/2024,03/01/2024,Domestic,Home,Area B,23,1,2,On-Time,,22
10110,08/02/2024,10/02/2024,Domestic,Home,Area A,18,1,2,On-Time,,19
10111,03/06/2024,05/06/2024,Domestic,Home,Area F,60,1,2,On-Time,,56
10112,08/03/2024,11/03/2024,Domestic,Home,Area B,22,1,3,Delayed,,25
10113,24/04/2024,29/04/2024,Domestic,Home,Area C,31,1,5,Delayed,,34
10114,27/06/2024,29/06/2024,Domestic,Home,Area F,57,1,2,On-Time,,58
10115,27/01/2024,29/01/2024,Domestic,Home,Area F,56,1,2,On-Time,,57
10116,29/02/2024,02/03/2024,Domestic,Home,Area A,16,1,2,On-Time,,16
10117,13/05/2024,15/05/2024,Domestic,Home,Area D,41,1,2,On-Time,,41
10118,13/03/2024,17/03/2024,Domestic,Home,Area B,23,1,4,Delayed,,22
10119,11/04/2024,15/04/2024,Domestic,Home,Area C,34,1,4,Delayed,,33
10120,07/02/2024,10/02/2024,5kg,Home,Area C,31,1,3,Delayed,,34
10121,30/05/2024,01/06/2024,Commercial,Home,Area A,17,2,2,On-Time,,17
10122,17/05/2024,18/05/2024,Domestic,Home,Area E,55,1,1,On-Time,,52
10123,17/06/2024,20/06/2024,Domestic,Home,Area A,20,1,3,Delayed,,17
10124,17/02/2024,21/02/2024,Domestic,Home,Area D,42,1,4,Delayed,,39
10125,07/05/2024,12/05/2024,Domestic,Home,Area E,46,1,5,Delayed,,55
10126,16/01/2024,16/01/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,8
10127,14/05/2024,14/05/2024,Domestic,Walk-in,Nearby Area 2,12,1,0,On-Time,,14
10128,08/06/2024,14/06/2024,Domestic,Home,Area C,32,1,6,Delayed,,34
10129,19/01/2024,22/01/2024,Domestic,Home,Area C,29,1,3,Delayed,,28
10130,19/02/2024,25/02/2024,Domestic,Home,Area D,43,1,6,Delayed,,41
10131,04/01/2024,09/01/2024,Domestic,Home,Area A,18,1,5,Delayed,,16
10132,26/06/2024,29/06/2024,Domestic,Home,Area F,60,1,3,Delayed,,60
10133,16/02/2024,16/02/2024,Domestic,Walk-in,Nearby Area 2,11,1,0,On-Time,,11
10134,12/04/2024,14/04/2024,Domestic,Home,Area B,23,1,2,On-Time,,24
10135,29/06/2024,29/06/2024,Commercial,Walk-in,Agency Area,1,3,0,On-Time,,3
10136,10/01/2024,14/01/2024,Domestic,Home,Area D,36,1,4,Delayed,,37
10137,23/01/2024,23/01/2024,Domestic,Walk-in,Nearby Area 1,8,1,0,On-Time,,7
10138,21/06/2024,26/06/2024,Domestic,Home,Area A,18,1,5,Delayed,,20
10139,09/06/2024,09/06/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,6
10140,25/04/2024,26/04/2024,Domestic,Home,Area E,46,1,1,On-Time,,48
10141,12/01/2024,18/01/2024,Domestic,Home,Area C,34,1,6,Delayed,,33
10142,24/03/2024,28/03/2024,Commercial,Home,Area C,32,2,4,Delayed,,26
10143,04/01/2024,06/01/2024,Domestic,Home,Area D,43,1,2,On-Time,,42
10144,22/02/2024,25/02/2024,Commercial,Home,Area A,18,6,3,Delayed,,19
10145,06/04/2024,08/04/2024,Domestic,Home,Area D,41,1,2,On-Time,,39
10146,23/01/2024,29/01/2024,Domestic,Home,Area F,59,1,6,Delayed,,60
10147,25/05/2024,02/06/2024,Domestic,Home,Area D,43,1,8,Delayed,,45
10148,22/06/2024,27/06/2024,Domestic,Home,Area D,40,1,5,Delayed,,37
10149,10/02/2024,13/02/2024,Domestic,Home,Area A,19,1,3,Delayed,,17
10150,28/04/2024,02/05/2024,Domestic,Home,Area D,38,1,4,Delayed,,39
10151,03/04/2024,08/04/2024,Commercial,Home,Area C,28,6,5,Delayed,,35
10152,30/03/2024,01/04/2024,Domestic,Home,Area A,19,1,2,On-Time,,18
10153,15/06/2024,15/06/2024,Commercial,Walk-in,Agency Area,3,2,0,On-Time,,2
10154,20/01/2024,24/01/2024,5kg,Home,Area B,25,1,4,Delayed,,24
10155,05/01/2024,09/01/2024,Domestic,Home,Area D,45,1,4,Delayed,,45
10156,25/02/2024,27/02/2024,Domestic,Home,Area C,32,1,2,On-Time,,31
10157,01/05/2024,02/05/2024,Domestic,Home,Area A,20,1,1,On-Time,,18
10158,05/05/2024,12/05/2024,Domestic,Home,Area E,48,1,7,Delayed,,49
10159,06/06/2024,06/06/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,8
10160,02/01/2024,08/01/2024,Domestic,Home,Area B,24,1,6,Delayed,,24
10161,26/01/2024,08/02/2024,Domestic,Home,Area B,23,1,13,Delayed,,21
10162,05/05/2024,10/05/2024,Domestic,Home,Area D,44,1,5,Delayed,,39
10163,14/02/2024,21/02/2024,Domestic,Home,Area A,16,1,7,Delayed,,18
10164,03/01/2024,04/01/2024,Domestic,Home,Area D,45,1,1,On-Time,,42
10165,27/02/2024,28/02/2024,Domestic,Home,Area D,42,1,1,On-Time,,37
10166,01/06/2024,01/06/2024,Domestic,Walk-in,Agency Area,3,1,0,On-Time,,2
10167,03/04/2024,07/04/2024,Domestic,Home,Area C,32,1,4,Delayed,,31
10168,31/03/2024,31/03/2024,Domestic,Walk-in,Nearby Area 1,8,1,0,On-Time,,10
10169,08/02/2024,11/02/2024,Commercial,Home,Area B,22,2,3,Delayed,,24
10170,01/01/2024,04/01/2024,Domestic,Home,Area A,17,1,3,Delayed,,17
10171,16/05/2024,19/05/2024,Commercial,Home,Area C,26,2,3,Delayed,,26
10172,18/05/2024,20/05/2024,Domestic,Home,Area C,28,1,2,On-Time,,28
10173,28/01/2024,02/02/2024,Domestic,Home,Area A,18,1,5,Delayed,,16
10174,01/01/2024,02/01/2024,Domestic,Home,Area A,16,1,1,On-Time,,19
10175,30/05/2024,30/05/2024,Commercial,Walk-in,Nearby Area 1,7,5,0,On-Time,,10
10176,10/02/2024,12/02/2024,Domestic,Home,Area A,20,1,2,On-Time,,20
10177,24/02/2024,28/02/2024,Domestic,Home,Area C,27,1,4,Delayed,,29
10178,28/01/2024,30/01/2024,Domestic,Home,Area C,35,1,2,On-Time,,26
10179,11/01/2024,14/01/2024,Domestic,Home,Area A,19,1,3,Delayed,,19
10180,27/05/2024,02/06/2024,Domestic,Home,Area B,24,1,6,Delayed,,24
10181,30/04/2024,13/05/2024,Commercial,Home,Area A,16,3,13,Delayed,,16
10182,05/02/2024,07/02/2024,Domestic,Home,Area B,25,1,2,On-Time,,22
10183,13/05/2024,17/05/2024,Domestic,Home,Area F,60,1,4,Delayed,,59
10184,23/04/2024,25/04/2024,Domestic,Home,Area D,42,1,2,On-Time,,39
10185,03/04/2024,05/04/2024,Domestic,Home,Area C,35,1,2,On-Time,,35
10186,28/06/2024,04/07/2024,Domestic,Home,Area F,57,1,6,Delayed,,59
10187,18/01/2024,24/01/2024,Domestic,Home,Area A,18,1,6,Delayed,,17
10188,21/06/2024,21/06/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,7
10189,30/03/2024,02/04/2024,Domestic,Home,Area E,46,1,3,Delayed,,52
10190,03/04/2024,05/04/2024,Domestic,Home,Area B,25,1,2,On-Time,,23
10191,04/03/2024,08/03/2024,Domestic,Home,Area B,22,1,4,Delayed,,24
10192,11/03/2024,18/03/2024,Commercial,Home,Area C,27,6,7,Delayed,,31
10193,14/04/2024,18/04/2024,Commercial,Home,Area F,56,4,4,Delayed,,59
10194,07/01/2024,11/01/2024,Domestic,Home,Area E,46,1,4,Delayed,,55
10195,25/01/2024,29/01/2024,Domestic,Home,Area C,35,1,4,Delayed,,27
10196,15/03/2024,18/03/2024,Commercial,Home,Area D,42,3,3,Delayed,,39
10197,16/04/2024,20/04/2024,Domestic,Home,Area C,26,1,4,Delayed,,34
10198,21/03/2024,23/03/2024,Commercial,Home,Area C,28,5,2,On-Time,,27
10199,17/05/2024,20/05/2024,Domestic,Home,Area F,56,1,3,Delayed,,57
10200,18/02/2024,19/02/2024,Domestic,Home,Area A,16,1,1,On-Time,,17
10201,23/05/2024,26/05/2024,Domestic,Home,Area F,59,1,3,Delayed,,56
10202,28/03/2024,30/03/2024,Domestic,Home,Area F,57,1,2,On-Time,,60
10203,17/01/2024,21/01/2024,Domestic,Home,Area E,52,1,4,Delayed,,54
10204,02/02/2024,04/02/2024,Domestic,Home,Area D,37,1,2,On-Time,,41
10205,25/02/2024,29/02/2024,Commercial,Home,Area F,58,3,4,Delayed,,60
10206,22/01/2024,25/01/2024,Domestic,Home,Area E,53,1,3,Delayed,,55
10207,26/06/2024,01/07/2024,Commercial,Home,Area C,26,6,5,Delayed,,31
10208,20/06/2024,20/06/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,7
10209,24/05/2024,28/05/2024,Domestic,Home,Area D,41,1,4,Delayed,,45
10210,08/06/2024,09/06/2024,Domestic,Home,Area A,16,1,1,On-Time,,19
10211,02/03/2024,07/03/2024,Commercial,Home,Area A,16,6,5,Delayed,,20
10212,24/06/2024,26/06/2024,Domestic,Home,Area C,31,1,2,On-Time,,28
10213,03/05/2024,05/05/2024,Domestic,Home,Area F,60,1,2,On-Time,,60
10214,04/04/2024,05/04/2024,Domestic,Home,Area A,16,1,1,On-Time,,18
10215,04/01/2024,04/01/2024,Domestic,Walk-in,Nearby Area 2,12,1,0,On-Time,,12
10216,10/03/2024,16/03/2024,Domestic,Home,Area F,59,1,6,Delayed,,58
10217,09/06/2024,09/06/2024,Domestic,Walk-in,Nearby Area 2,12,1,0,On-Time,,15
10218,23/03/2024,30/03/2024,Domestic,Home,Area A,18,1,7,Delayed,,16
10219,28/06/2024,01/07/2024,Domestic,Home,Area B,22,1,3,Delayed,,24
10220,03/05/2024,08/05/2024,Domestic,Home,Area D,41,1,5,Delayed,,44
10221,05/05/2024,09/05/2024,Domestic,Home,Area A,20,1,4,Delayed,,18
10222,07/02/2024,07/02/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,8
10223,11/04/2024,21/04/2024,Domestic,Home,Area F,57,1,10,Delayed,,56
10224,11/02/2024,11/02/2024,Domestic,Walk-in,Nearby Area 2,11,1,0,On-Time,,12
10225,14/01/2024,19/01/2024,Domestic,Home,Area E,46,1,5,Delayed,,53
10226,23/03/2024,27/03/2024,Domestic,Home,Area D,44,1,4,Delayed,,38
10227,27/03/2024,30/03/2024,Domestic,Home,Area F,56,1,3,Delayed,,56
10228,12/04/2024,19/04/2024,Domestic,Home,Area A,16,1,7,Delayed,,16
10229,28/06/2024,30/06/2024,Domestic,Home,Area D,40,1,2,On-Time,,38
10230,27/02/2024,28/02/2024,Domestic,Home,Area A,20,1,1,On-Time,,19
10231,06/06/2024,06/06/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,1
10232,10/01/2024,16/01/2024,Domestic,Home,Area E,52,1,6,Delayed,,50
10233,28/04/2024,28/04/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,7
10234,31/05/2024,03/06/2024,Commercial,Home,Area C,35,5,3,Delayed,,26
10235,28/03/2024,03/04/2024,Domestic,Home,Area E,47,1,6,Delayed,,54
10236,19/06/2024,20/06/2024,Domestic,Home,Area E,55,1,1,On-Time,,53
10237,25/01/2024,26/01/2024,Domestic,Home,Area C,26,1,1,On-Time,,32
10238,11/05/2024,14/05/2024,Domestic,Home,Area D,38,1,3,Delayed,,36
10239,23/05/2024,29/05/2024,Domestic,Home,Area D,36,1,6,Delayed,,41
10240,09/02/2024,11/02/2024,Domestic,Home,Area C,29,1,2,On-Time,,28
10241,06/04/2024,11/04/2024,Domestic,Home,Area A,20,1,5,Delayed,,20
10242,15/01/2024,20/01/2024,Domestic,Home,Area C,33,1,5,Delayed,,35
10243,23/01/2024,26/01/2024,Domestic,Home,Area D,37,1,3,Delayed,,42
10244,27/05/2024,30/05/2024,Commercial,Home,Area E,55,2,3,Delayed,,47
10245,23/04/2024,24/04/2024,Domestic,Home,Area A,16,1,1,On-Time,,16
10246,19/06/2024,21/06/2024,Domestic,Home,Area C,29,1,2,On-Time,,27
10247,20/02/2024,27/02/2024,Domestic,Home,Area A,16,1,7,Delayed,,18
10248,15/04/2024,15/04/2024,Domestic,Walk-in,Nearby Area 2,12,1,0,On-Time,,13
10249,20/02/2024,23/02/2024,Domestic,Home,Area B,23,1,3,Delayed,,24
10250,07/03/2024,11/03/2024,Commercial,Home,Area E,49,3,4,Delayed,,46
10251,25/03/2024,27/03/2024,Domestic,Home,Area B,25,1,2,On-Time,,21
10252,23/06/2024,25/06/2024,Domestic,Home,Area A,20,1,2,On-Time,,19
10253,27/05/2024,30/05/2024,Domestic,Home,Area D,41,1,3,Delayed,,39
10254,17/04/2024,17/04/2024,Domestic,Walk-in,Agency Area,2,1,0,On-Time,,4
10255,09/02/2024,09/02/2024,Commercial,Walk-in,Nearby Area 1,9,6,0,On-Time,,10
10256,06/01/2024,08/01/2024,Domestic,Home,Area E,52,1,2,On-Time,,51
10257,23/01/2024,27/01/2024,5kg,Home,Area A,19,1,4,Delayed,,17
10258,02/06/2024,04/06/2024,Domestic,Home,Area C,35,1,2,On-Time,,35
10259,09/04/2024,09/04/2024,Commercial,Walk-in,Nearby Area 1,10,2,0,On-Time,,9
10260,11/01/2024,17/01/2024,Domestic,Home,Area A,16,1,6,Delayed,,16
10261,24/02/2024,26/02/2024,Domestic,Home,Area D,39,1,2,On-Time,,39
10262,14/05/2024,20/05/2024,Domestic,Home,Area D,40,1,6,Delayed,,38
10263,29/01/2024,01/02/2024,Domestic,Home,Area B,23,1,3,Delayed,,25
10264,02/05/2024,05/05/2024,Domestic,Home,Area F,58,1,3,Delayed,,58
10265,15/05/2024,15/05/2024,Domestic,Walk-in,Agency Area,5,1,0,On-Time,,3
10266,17/06/2024,19/06/2024,Commercial,Home,Area B,21,3,2,On-Time,,24
10267,08/05/2024,12/05/2024,Domestic,Home,Area F,56,1,4,Delayed,,57
10268,28/03/2024,28/03/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,9
10269,01/03/2024,01/03/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,6
10270,23/02/2024,27/02/2024,Domestic,Home,Area E,50,1,4,Delayed,,55
10271,25/04/2024,27/04/2024,Commercial,Home,Area D,36,6,2,On-Time,,37
10272,06/06/2024,09/06/2024,Domestic,Home,Area D,37,1,3,Delayed,,43
10273,20/01/2024,27/01/2024,Commercial,Home,Area C,35,6,7,Delayed,,28
10274,07/03/2024,07/03/2024,Domestic,Walk-in,Agency Area,1,1,0,On-Time,,2
10275,20/05/2024,20/05/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,5
10276,23/05/2024,28/05/2024,Domestic,Home,Area A,16,1,5,Delayed,,20
10277,03/01/2024,06/01/2024,Domestic,Home,Area E,54,1,3,Delayed,,47
10278,12/06/2024,18/06/2024,Domestic,Home,Area B,21,1,6,Delayed,,22
10279,03/04/2024,04/04/2024,Domestic,Home,Area C,31,1,1,On-Time,,27
10280,15/06/2024,15/06/2024,Domestic,Walk-in,Nearby Area 2,13,1,0,On-Time,,14
10281,17/04/2024,24/04/2024,Commercial,Home,Area A,18,6,7,Delayed,,17
10282,16/06/2024,19/06/2024,Domestic,Home,Area E,49,1,3,Delayed,,47
10283,09/04/2024,11/04/2024,Domestic,Home,Area F,56,1,2,On-Time,,57
10284,19/01/2024,26/01/2024,Domestic,Home,Area C,31,1,7,Delayed,,35
10285,22/01/2024,22/01/2024,Domestic,Walk-in,Nearby Area 1,7,1,0,On-Time,,6
10286,25/02/2024,27/02/2024,Domestic,Home,Area E,54,1,2,On-Time,,55
10287,24/02/2024,28/02/2024,Domestic,Home,Area E,52,1,4,Delayed,,54
10288,12/05/2024,18/05/2024,Domestic,Home,Area D,44,1,6,Delayed,,42
10289,05/05/2024,09/05/2024,Commercial,Home,Area E,49,2,4,Delayed,,47
10290,07/06/2024,09/06/2024,Domestic,Home,Area E,55,1,2,On-Time,,47
10291,23/02/2024,24/02/2024,Commercial,Home,Area A,17,4,1,On-Time,,20
10292,22/06/2024,27/06/2024,Domestic,Home,Area C,29,1,5,Delayed,,35
10293,16/04/2024,18/04/2024,Commercial,Home,Area B,21,6,2,On-Time,,22
10294,14/04/2024,15/04/2024,Domestic,Home,Area D,41,1,1,On-Time,,40
10295,06/03/2024,08/03/2024,Commercial,Home,Area C,29,6,2,On-Time,,28
10296,25/04/2024,01/05/2024,Domestic,Home,Area D,42,1,6,Delayed,,42
10297,27/03/2024,31/03/2024,Domestic,Home,Area E,50,1,4,Delayed,,53
10298,04/04/2024,07/04/2024,Domestic,Home,Area F,60,1,3,Delayed,,56
10299,21/06/2024,21/06/2024,Domestic,Walk-in,Agency Area,1,1,0,On-Time,,1
10300,28/03/2024,29/03/2024,Domestic,Home,Area A,20,1,1,On-Time,,19
10301,29/02/2024,02/03/2024,Domestic,Home,Area E,54,1,2,On-Time,,53
10302,28/04/2024,03/05/2024,Commercial,Home,Area E,52,6,5,Delayed,,46
10303,27/02/2024,05/03/2024,Domestic,Home,Area C,32,1,7,Delayed,,28
10304,09/05/2024,09/05/2024,Commercial,Walk-in,Nearby Area 1,7,2,0,On-Time,,8
10305,05/02/2024,06/02/2024,Domestic,Home,Area C,28,1,1,On-Time,,27
10306,17/05/2024,21/05/2024,Domestic,Home,Area F,56,1,4,Delayed,,58
10307,07/03/2024,09/03/2024,Domestic,Home,Area D,45,1,2,On-Time,,43
10308,09/02/2024,09/02/2024,Domestic,Walk-in,Nearby Area 1,7,1,0,On-Time,,10
10309,19/04/2024,25/04/2024,Domestic,Home,Area F,60,1,6,Delayed,,58
10310,08/04/2024,10/04/2024,Domestic,Home,Area E,54,1,2,On-Time,,46
10311,25/01/2024,25/01/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,3
10312,24/01/2024,29/01/2024,Commercial,Home,Area F,58,3,5,Delayed,,58
10313,09/06/2024,13/06/2024,Domestic,Home,Area E,47,1,4,Delayed,,51
10314,21/05/2024,25/05/2024,Domestic,Home,Area B,23,1,4,Delayed,,25
10315,16/01/2024,16/01/2024,Domestic,Walk-in,Nearby Area 1,10,1,0,On-Time,,10
10316,29/02/2024,03/03/2024,Commercial,Home,Area C,27,5,3,Delayed,,32
10317,14/06/2024,15/06/2024,Domestic,Home,Area A,18,1,1,On-Time,,16
10318,14/02/2024,14/02/2024,Commercial,Walk-in,Nearby Area 2,11,5,0,On-Time,,11
10319,19/06/2024,21/06/2024,Domestic,Home,Area C,35,1,2,On-Time,,34
10320,23/03/2024,30/03/2024,Domestic,Home,Area D,41,1,7,Delayed,,43
10321,19/06/2024,25/06/2024,Domestic,Home,Area D,37,1,6,Delayed,,40
10322,18/06/2024,21/06/2024,Domestic,Home,Area E,55,1,3,Delayed,,50
10323,22/02/2024,29/02/2024,Domestic,Home,Area C,35,1,7,Delayed,,26
10324,10/06/2024,10/06/2024,Domestic,Walk-in,Nearby Area 2,13,1,0,On-Time,,15
10325,18/01/2024,20/01/2024,Domestic,Home,Area C,29,1,2,On-Time,,27
10326,11/01/2024,11/01/2024,Domestic,Walk-in,Agency Area,5,1,0,On-Time,,2
10327,30/05/2024,01/06/2024,Domestic,Home,Area E,50,1,2,On-Time,,53
10328,16/05/2024,19/05/2024,Domestic,Home,Area A,19,1,3,Delayed,,16
10329,06/03/2024,11/03/2024,Domestic,Home,Area B,21,1,5,Delayed,,24
10330,12/03/2024,16/03/2024,Domestic,Home,Area D,42,1,4,Delayed,,38
10331,09/03/2024,13/03/2024,Domestic,Home,Area B,21,1,4,Delayed,,21
10332,06/06/2024,06/06/2024,Domestic,Walk-in,Agency Area,4,1,0,On-Time,,3
10333,16/04/2024,16/04/2024,Domestic,Walk-in,Agency Area,1,1,0,On-Time,,3
10334,28/03/2024,01/04/2024,Domestic,Home,Area F,60,1,4,Delayed,,56
10335,22/05/2024,27/05/2024,Domestic,Home,Area F,56,1,5,Delayed,,58
10336,12/05/2024,12/05/2024,Commercial,Walk-in,Nearby Area 2,13,2,0,On-Time,,11
10337,17/03/2024,24/03/2024,Domestic,Home,Area C,30,1,7,Delayed,,31
10338,18/03/2024,21/03/2024,Domestic,Home,Area A,20,1,3,Delayed,,19
10339,06/04/2024,12/04/2024,Domestic,Home,Area A,20,1,6,Delayed,,19
10340,12/01/2024,14/01/2024,Domestic,Home,Area B,22,1,2,On-Time,,23
10341,05/03/2024,11/03/2024,Domestic,Home,Area D,44,1,6,Delayed,,45
10342,28/01/2024,01/02/2024,Domestic,Home,Area F,56,1,4,Delayed,,59
10343,31/01/2024,02/02/2024,Commercial,Home,Area A,19,3,2,On-Time,,18
10344,03/03/2024,06/03/2024,Domestic,Home,Area E,51,1,3,Delayed,,50
10345,02/02/2024,08/02/2024,Domestic,Home,Area D,37,1,6,Delayed,,38
10346,15/05/2024,17/05/2024,Domestic,Home,Area A,16,1,2,On-Time,,16
10347,04/03/2024,16/03/2024,Domestic,Home,Area E,48,1,12,Delayed,,47
10348,22/02/2024,24/02/2024,Domestic,Home,Area E,53,1,2,On-Time,,47
10349,19/03/2024,22/03/2024,Commercial,Home,Area D,42,3,3,Delayed,,42
10350,25/06/2024,28/06/2024,Domestic,Home,Area F,60,1,3,Delayed,,59
10351,12/01/2024,14/01/2024,Commercial,Home,Area B,21,2,2,On-Time,,23
10352,18/05/2024,22/05/2024,Domestic,Home,Area E,50,1,4,Delayed,,54
10353,21/05/2024,24/05/2024,Domestic,Home,Area A,16,1,3,Delayed,,20
10354,03/03/2024,08/03/2024,Domestic,Home,Area A,18,1,5,Delayed,,18
10355,22/03/2024,28/03/2024,Domestic,Home,Area F,59,1,6,Delayed,,59
10356,04/04/2024,08/04/2024,Domestic,Home,Area F,59,1,4,Delayed,,58
10357,12/04/2024,12/04/2024,Commercial,Walk-in,Nearby Area 1,10,5,0,On-Time,,9
10358,21/01/2024,22/01/2024,Domestic,Home,Area D,43,1,1,On-Time,,40
10359,18/02/2024,21/02/2024,Commercial,Home,Area C,28,4,3,Delayed,,27
10360,24/01/2024,26/01/2024,Domestic,Home,Area C,33,1,2,On-Time,,31
10361,12/06/2024,14/06/2024,Domestic,Home,Area A,19,1,2,On-Time,,19
10362,12/01/2024,15/01/2024,Domestic,Home,Area C,35,1,3,Delayed,,34
10363,10/06/2024,10/06/2024,Domestic,Walk-in,Nearby Area 2,14,1,0,On-Time,,14
10364,15/04/2024,18/04/2024,Domestic,Home,Area F,57,1,3,Delayed,,58
10365,29/03/2024,05/04/2024,Domestic,Home,Area D,45,1,7,Delayed,,38
10366,26/05/2024,29/05/2024,Domestic,Home,Area A,20,1,3,Delayed,,20
10367,06/04/2024,07/04/2024,Domestic,Home,Area A,20,1,1,On-Time,,16
10368,20/06/2024,26/06/2024,Domestic,Home,Area D,39,1,6,Delayed,,42
10369,02/03/2024,05/03/2024,Domestic,Home,Area F,58,1,3,Delayed,,56
10370,05/03/2024,09/03/2024,Domestic,Home,Area B,24,1,4,Delayed,,22
10371,04/01/2024,11/01/2024,Domestic,Home,Area E,54,1,7,Delayed,,48
10372,08/03/2024,09/03/2024,Domestic,Home,Area E,53,1,1,On-Time,,50
10373,03/03/2024,10/03/2024,Domestic,Home,Area D,39,1,7,Delayed,,40
10374,23/03/2024,25/03/2024,Domestic,Home,Area A,18,1,2,On-Time,,19
10375,03/05/2024,05/05/2024,Domestic,Home,Area A,20,1,2,On-Time,,18
10376,26/01/2024,29/01/2024,Domestic,Home,Area A,19,1,3,Delayed,,16
10377,12/04/2024,13/04/2024,Domestic,Home,Area D,44,1,1,On-Time,,41
10378,05/01/2024,09/01/2024,Domestic,Home,Area C,29,1,4,Delayed,,28
10379,19/06/2024,22/06/2024,Domestic,Home,Area F,59,1,3,Delayed,,59
10380,08/01/2024,09/01/2024,Domestic,Home,Area B,24,1,1,On-Time,,23
10381,10/05/2024,10/05/2024,Commercial,Walk-in,Nearby Area 2,13,6,0,On-Time,,15
10382,22/02/2024,28/02/2024,Domestic,Home,Area A,16,1,6,Delayed,,20
10383,07/01/2024,10/01/2024,Domestic,Home,Area C,30,1,3,Delayed,,30
10384,26/01/2024,08/02/2024,Domestic,Home,Area A,16,1,13,Delayed,,17
10385,20/01/2024,20/01/2024,Domestic,Walk-in,Nearby Area 1,9,1,0,On-Time,,8
10386,13/06/2024,17/06/2024,5kg,Home,Area F,59,1,4,Delayed,,60
10387,29/02/2024,02/03/2024,Commercial,Home,Area D,45,6,2,On-Time,,45
10388,30/05/2024,01/06/2024,Domestic,Home,Area E,51,1,2,On-Time,,49
10389,14/02/2024,14/02/2024,Domestic,Walk-in,Nearby Area 2,13,1,0,On-Time,,14
10390,02/05/2024,02/05/2024,Domestic,Walk-in,Nearby Area 2,12,1,0,On-Time,,11
10391,21/06/2024,26/06/2024,Domestic,Home,Area D,44,1,5,Delayed,,38
10392,14/03/2024,16/03/2024,Commercial,Home,Area B,22,6,2,On-Time,,24
10393,11/05/2024,18/05/2024,Domestic,Home,Area E,49,1,7,Delayed,,52
10394,15/02/2024,19/02/2024,Domestic,Home,Area E,50,1,4,Delayed,,47
10395,22/04/2024,28/04/2024,Domestic,Home,Area D,45,1,6,Delayed,,37
10396,04/05/2024,10/05/2024,Domestic,Home,Area F,57,1,6,Delayed,,56
10397,07/06/2024,07/06/2024,Domestic,Walk-in,Nearby Area 1,6,1,0,On-Time,,9
10398,21/05/2024,25/05/2024,Domestic,Home,Area C,29,1,4,Delayed,,32
10399,24/02/2024,26/02/2024,Domestic,Home,Area A,17,1,2,On-Time,,16
10400,10/06/2024,10/06/2024,Commercial,Walk-in,Agency Area,4,3,0,On-Time,,4
10401,03/06/2024,06/06/2024,Domestic,Home,Area F,60,1,3,Delayed,,58
10402,11/05/2024,17/05/2024,Commercial,Home,Area B,22,4,6,Delayed,,25
